agent,root_cause_name,net_env,scenario_topo_size,session_id,csv_tool_errors,log_is_err,log_txt_err,log_any_err
CC-Baseline,dns_service_down,dc_clos_service,s,0425200110,0,0,0,0
CC-Baseline,dns_service_down,dc_clos_service,m,0425200453,0,0,0,0
CC-Baseline,dns_service_down,dc_clos_service,l,0425201015,0,0,0,0
CC-Baseline,host_vpn_membership_missing,rip_small_internet_vpn,s,0425201511,0,0,0,0
CC-Baseline,host_vpn_membership_missing,rip_small_internet_vpn,m,0425201911,0,0,0,0
CC-Baseline,host_vpn_membership_missing,rip_small_internet_vpn,l,0425202750,0,0,0,0
CC-Baseline,link_detach,dc_clos_bgp,s,0425203149,0,0,0,0
CC-Baseline,link_detach,dc_clos_bgp,m,0425203608,0,0,0,0
CC-Baseline,link_detach,dc_clos_bgp,l,0425204524,0,1,0,1
CC-Baseline,link_detach,dc_clos_service,s,0425205219,0,0,0,0
CC-Baseline,link_detach,dc_clos_service,m,0425205529,0,0,0,0
CC-Baseline,link_detach,dc_clos_service,l,0425210110,0,0,0,0
CC-Baseline,link_detach,ospf_enterprise_static,s,0425210534,0,0,0,0
CC-Baseline,link_detach,ospf_enterprise_static,m,0425211023,0,0,0,0
CC-Baseline,link_detach,ospf_enterprise_static,l,0425211846,0,3,1,4
CC-Baseline,link_detach,rip_small_internet_vpn,s,0425212645,0,0,0,0
CC-Baseline,link_detach,rip_small_internet_vpn,m,0425212918,0,0,0,0
CC-Baseline,link_detach,rip_small_internet_vpn,l,0425213213,0,0,0,0
CC-Baseline,link_detach,sdn_star,s,0425213532,0,0,0,0
CC-Baseline,link_detach,sdn_star,m,0425213752,0,0,0,0
CC-Baseline,link_detach,sdn_star,l,0425214019,0,0,0,0
CC-Baseline,link_detach,sdn_clos,s,0425214213,0,0,0,0
CC-Baseline,link_detach,sdn_clos,m,0425214406,0,0,0,0
CC-Baseline,link_detach,sdn_clos,l,0425215109,0,0,0,0
CC-Baseline,link_detach,p4_bloom_filter,-,0425215740,0,1,0,1
CC-Baseline,link_detach,p4_counter,-,0425215936,0,2,0,2
CC-Baseline,link_detach,p4_int,-,0501092759,0,0,0,0
CC-Baseline,link_detach,p4_mpls,-,0425220153,0,0,0,0
CC-Baseline,link_detach,simple_bgp,-,0425220341,0,0,0,0
CC-Baseline,link_down,dc_clos_bgp,s,0425220525,0,0,0,0
CC-Baseline,link_down,dc_clos_bgp,m,0425220934,0,0,0,0
CC-Baseline,link_down,dc_clos_bgp,l,0425221731,0,0,0,0
CC-Baseline,link_down,dc_clos_service,s,0425222326,0,1,0,1
CC-Baseline,link_down,dc_clos_service,m,0425222717,0,1,0,1
CC-Baseline,link_down,dc_clos_service,l,0425223304,0,0,0,0
CC-Baseline,link_down,ospf_enterprise_static,s,0425223718,0,0,0,0
CC-Baseline,link_down,ospf_enterprise_static,m,0425224333,0,0,0,0
CC-Baseline,link_down,ospf_enterprise_static,l,0425225220,0,4,1,5
CC-Baseline,link_down,rip_small_internet_vpn,s,0425230031,0,0,0,0
CC-Baseline,link_down,rip_small_internet_vpn,m,0425230320,0,0,0,0
CC-Baseline,link_down,rip_small_internet_vpn,l,0425230619,0,0,0,0
CC-Baseline,link_down,sdn_star,s,0425230920,0,0,0,0
CC-Baseline,link_down,sdn_star,m,0425231130,0,0,0,0
CC-Baseline,link_down,sdn_star,l,0425231524,0,1,0,1
CC-Baseline,link_down,sdn_clos,s,0425231825,0,0,0,0
CC-Baseline,link_down,sdn_clos,m,0425232057,0,0,0,0
CC-Baseline,link_down,sdn_clos,l,0425232806,0,0,0,0
CC-Baseline,link_down,p4_bloom_filter,-,0425233601,0,1,0,1
CC-Baseline,link_down,p4_counter,-,0425233902,0,0,0,0
CC-Baseline,link_down,p4_int,-,0501093557,0,0,0,0
CC-Baseline,link_down,p4_mpls,-,0425234139,0,0,0,0
CC-Baseline,link_down,simple_bgp,-,0425234429,0,0,0,0
CC-Baseline,link_flap,dc_clos_bgp,s,0425234652,0,0,0,0
CC-Baseline,link_flap,dc_clos_bgp,m,0425235233,0,5,0,5
CC-Baseline,link_flap,dc_clos_bgp,l,0426000517,0,0,0,0
CC-Baseline,link_flap,dc_clos_service,s,0426001138,0,1,0,1
CC-Baseline,link_flap,dc_clos_service,m,0426001543,0,0,0,0
CC-Baseline,link_flap,dc_clos_service,l,0426002219,0,0,0,0
CC-Baseline,link_flap,ospf_enterprise_static,s,0426002803,0,0,0,0
CC-Baseline,link_flap,ospf_enterprise_static,m,0426003907,0,0,0,0
CC-Baseline,link_flap,ospf_enterprise_static,l,0426004653,0,3,1,4
CC-Baseline,link_flap,rip_small_internet_vpn,s,0426005443,0,0,0,0
CC-Baseline,link_flap,rip_small_internet_vpn,m,0426005746,0,0,0,0
CC-Baseline,link_flap,rip_small_internet_vpn,l,0426010047,0,0,0,0
CC-Baseline,link_flap,sdn_star,s,0426010427,0,0,0,0
CC-Baseline,link_flap,sdn_star,m,0426010757,0,0,0,0
CC-Baseline,link_flap,sdn_star,l,0426011518,0,0,0,0
CC-Baseline,link_flap,sdn_clos,s,0426011940,0,0,0,0
CC-Baseline,link_flap,sdn_clos,m,0426012826,0,0,0,0
CC-Baseline,link_flap,sdn_clos,l,0426013619,0,0,0,0
CC-Baseline,link_flap,p4_bloom_filter,-,0426014614,0,1,0,1
CC-Baseline,link_flap,p4_counter,-,0426015047,0,0,0,0
CC-Baseline,link_flap,p4_int,-,0501093822,0,0,0,0
CC-Baseline,link_flap,p4_mpls,-,0426015354,0,0,0,0
CC-Baseline,link_flap,simple_bgp,-,0426020000,0,0,0,0
CC-Baseline,link_fragmentation_disabled,dc_clos_bgp,s,0426020210,0,0,0,0
CC-Baseline,link_fragmentation_disabled,dc_clos_bgp,m,0426021446,0,2,0,2
CC-Baseline,link_fragmentation_disabled,dc_clos_bgp,l,0426022600,0,0,0,0
CC-Baseline,link_fragmentation_disabled,dc_clos_service,s,0426023505,0,0,0,0
CC-Baseline,link_fragmentation_disabled,dc_clos_service,m,0426024134,0,4,0,4
CC-Baseline,link_fragmentation_disabled,dc_clos_service,l,0426025108,0,2,0,2
CC-Baseline,link_fragmentation_disabled,ospf_enterprise_static,s,0426025821,0,0,0,0
CC-Baseline,link_fragmentation_disabled,ospf_enterprise_static,m,0426030522,0,3,0,3
CC-Baseline,link_fragmentation_disabled,ospf_enterprise_static,l,0426031449,0,4,1,5
CC-Baseline,link_fragmentation_disabled,rip_small_internet_vpn,s,0426032201,0,0,0,0
CC-Baseline,link_fragmentation_disabled,rip_small_internet_vpn,m,0426032607,0,0,0,0
CC-Baseline,link_fragmentation_disabled,rip_small_internet_vpn,l,0426033018,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_star,s,0426033502,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_star,m,0426033910,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_star,l,0426034513,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_clos,s,0426035056,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_clos,m,0426035617,0,0,0,0
CC-Baseline,link_fragmentation_disabled,sdn_clos,l,0426040410,0,0,0,0
CC-Baseline,link_fragmentation_disabled,p4_bloom_filter,-,0426041157,0,0,0,0
CC-Baseline,link_fragmentation_disabled,p4_counter,-,0426042006,0,0,0,0
CC-Baseline,link_fragmentation_disabled,p4_int,-,0501094026,0,0,0,0
CC-Baseline,link_fragmentation_disabled,p4_mpls,-,0426042422,0,4,0,4
CC-Baseline,link_fragmentation_disabled,simple_bgp,-,0426043036,0,2,0,2
CC-Baseline,arp_acl_block,dc_clos_bgp,s,0426043452,0,0,0,0
CC-Baseline,arp_acl_block,dc_clos_bgp,m,0426044337,0,0,0,0
CC-Baseline,arp_acl_block,dc_clos_bgp,l,0426045402,0,2,0,2
CC-Baseline,arp_acl_block,dc_clos_service,s,0426050445,0,0,0,0
CC-Baseline,arp_acl_block,dc_clos_service,m,0426051018,0,3,0,3
CC-Baseline,arp_acl_block,dc_clos_service,l,0426051929,0,0,0,0
CC-Baseline,arp_acl_block,ospf_enterprise_static,s,0426052624,0,0,0,0
CC-Baseline,arp_acl_block,ospf_enterprise_static,m,0426053552,0,3,0,3
CC-Baseline,arp_acl_block,ospf_enterprise_static,l,0426055046,0,2,1,3
CC-Baseline,arp_acl_block,rip_small_internet_vpn,s,0426055938,0,1,0,1
CC-Baseline,arp_acl_block,rip_small_internet_vpn,m,0426060849,0,0,0,0
CC-Baseline,arp_acl_block,rip_small_internet_vpn,l,0426061251,0,2,0,2
CC-Baseline,arp_acl_block,sdn_star,s,0426061912,0,0,0,0
CC-Baseline,arp_acl_block,sdn_star,m,0426063358,0,0,0,0
CC-Baseline,arp_acl_block,sdn_star,l,0426064242,0,0,0,0
CC-Baseline,arp_acl_block,sdn_clos,s,0426064924,0,0,0,0
CC-Baseline,arp_acl_block,sdn_clos,m,0426065416,0,0,0,0
CC-Baseline,arp_acl_block,sdn_clos,l,0426070043,0,0,0,0
CC-Baseline,arp_acl_block,p4_bloom_filter,-,0426070735,0,0,0,0
CC-Baseline,arp_acl_block,p4_counter,-,0426070956,0,0,0,0
CC-Baseline,arp_acl_block,p4_int,-,0501094740,0,0,0,0
CC-Baseline,arp_acl_block,p4_mpls,-,0426071749,0,1,0,1
CC-Baseline,arp_acl_block,simple_bgp,-,0426072537,0,0,0,0
CC-Baseline,bgp_acl_block,dc_clos_bgp,s,0426073100,0,0,0,0
CC-Baseline,bgp_acl_block,dc_clos_bgp,m,0426073958,0,2,0,2
CC-Baseline,bgp_acl_block,dc_clos_bgp,l,0426075641,0,4,0,4
CC-Baseline,bgp_acl_block,dc_clos_service,s,0426081328,0,7,0,7
CC-Baseline,bgp_acl_block,dc_clos_service,m,0426082139,0,0,0,0
CC-Baseline,bgp_acl_block,dc_clos_service,l,0426083421,0,1,0,1
CC-Baseline,bgp_acl_block,simple_bgp,-,0426084413,0,2,0,2
CC-Baseline,dns_port_blocked,dc_clos_service,s,0426084702,0,0,0,0
CC-Baseline,dns_port_blocked,dc_clos_service,m,0426085218,0,0,0,0
CC-Baseline,dns_port_blocked,dc_clos_service,l,0426090029,0,0,0,0
CC-Baseline,http_acl_block,dc_clos_service,s,0426090900,0,0,0,0
CC-Baseline,http_acl_block,dc_clos_service,m,0426091340,0,1,0,1
CC-Baseline,http_acl_block,dc_clos_service,l,0426092422,0,2,0,2
CC-Baseline,http_acl_block,ospf_enterprise_static,s,0426093242,0,0,0,0
CC-Baseline,http_acl_block,ospf_enterprise_static,m,0426094141,0,0,0,0
CC-Baseline,http_acl_block,ospf_enterprise_static,l,0426095441,0,5,1,6
CC-Baseline,http_acl_block,rip_small_internet_vpn,s,0426100222,0,0,0,0
CC-Baseline,http_acl_block,rip_small_internet_vpn,m,0426101532,0,0,0,0
CC-Baseline,http_acl_block,rip_small_internet_vpn,l,0426102541,0,2,0,2
CC-Baseline,icmp_acl_block,dc_clos_bgp,s,0426103726,0,0,0,0
CC-Baseline,icmp_acl_block,dc_clos_bgp,m,0426104636,0,0,0,0
CC-Baseline,icmp_acl_block,dc_clos_bgp,l,0426105651,0,0,0,0
CC-Baseline,icmp_acl_block,dc_clos_service,s,0426110510,0,0,0,0
CC-Baseline,icmp_acl_block,dc_clos_service,m,0426111024,0,1,0,1
CC-Baseline,icmp_acl_block,dc_clos_service,l,0426111838,0,0,0,0
CC-Baseline,icmp_acl_block,ospf_enterprise_static,s,0426112444,0,0,0,0
CC-Baseline,icmp_acl_block,ospf_enterprise_static,m,0426113519,0,0,0,0
CC-Baseline,icmp_acl_block,ospf_enterprise_static,l,0426114400,0,2,1,3
CC-Baseline,icmp_acl_block,rip_small_internet_vpn,s,0426115214,0,0,0,0
CC-Baseline,icmp_acl_block,rip_small_internet_vpn,m,0426115736,0,0,0,0
CC-Baseline,icmp_acl_block,rip_small_internet_vpn,l,0426120220,0,0,0,0
CC-Baseline,icmp_acl_block,sdn_star,s,0426120704,0,0,0,0
CC-Baseline,icmp_acl_block,sdn_star,m,0426121711,0,3,0,3
CC-Baseline,icmp_acl_block,sdn_clos,m,0426123354,0,0,0,0
CC-Baseline,icmp_acl_block,sdn_clos,l,0426125118,0,0,0,0
CC-Baseline,icmp_acl_block,p4_bloom_filter,-,0426125727,0,2,0,2
CC-Baseline,icmp_acl_block,p4_counter,-,0426130351,0,0,0,0
CC-Baseline,icmp_acl_block,p4_int,-,0501095240,0,0,0,0
CC-Baseline,icmp_acl_block,p4_mpls,-,0426131119,0,0,0,0
CC-Baseline,icmp_acl_block,simple_bgp,-,0426131952,0,0,0,0
CC-Baseline,ospf_acl_block,ospf_enterprise_static,s,0426132356,0,4,0,4
CC-Baseline,ospf_acl_block,ospf_enterprise_static,m,0426133131,0,0,0,0
CC-Baseline,ospf_acl_block,ospf_enterprise_static,l,0426133653,0,6,1,7
CC-Baseline,bgp_asn_misconfig,dc_clos_bgp,s,0426134503,0,0,0,0
CC-Baseline,bgp_asn_misconfig,dc_clos_bgp,m,0426134641,0,0,0,0
CC-Baseline,bgp_asn_misconfig,dc_clos_bgp,l,0426135033,0,0,0,0
CC-Baseline,bgp_asn_misconfig,dc_clos_service,s,0426135517,0,0,0,0
CC-Baseline,bgp_asn_misconfig,dc_clos_service,m,0426135735,0,0,0,0
CC-Baseline,bgp_asn_misconfig,dc_clos_service,l,0426140151,0,0,0,0
CC-Baseline,bgp_asn_misconfig,simple_bgp,-,0426140613,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_bgp,s,0501100009,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_bgp,m,0501100215,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_bgp,l,0501100658,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_service,s,0501101406,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_service,m,0501101849,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,dc_clos_service,l,0501102552,0,0,0,0
CC-Baseline,bgp_blackhole_route_leak,simple_bgp,-,0501103418,0,0,0,0
CC-Baseline,bgp_hijacking,dc_clos_service,s,0426142224,0,0,0,0
CC-Baseline,bgp_hijacking,dc_clos_service,m,0426142536,0,2,0,2
CC-Baseline,bgp_hijacking,dc_clos_service,l,0426143153,0,1,0,1
CC-Baseline,bgp_missing_route_advertisement,dc_clos_bgp,s,0426143924,0,0,0,0
CC-Baseline,bgp_missing_route_advertisement,dc_clos_bgp,m,0426144915,0,2,0,2
CC-Baseline,bgp_missing_route_advertisement,dc_clos_bgp,l,0426145843,0,2,0,2
CC-Baseline,bgp_missing_route_advertisement,dc_clos_service,s,0426150818,0,0,0,0
CC-Baseline,bgp_missing_route_advertisement,dc_clos_service,m,0426151120,0,0,0,0
CC-Baseline,bgp_missing_route_advertisement,dc_clos_service,l,0426151626,0,0,0,0
CC-Baseline,bgp_missing_route_advertisement,simple_bgp,-,0426152047,0,1,0,1
CC-Baseline,host_static_blackhole,dc_clos_bgp,s,0501103814,0,0,0,0
CC-Baseline,host_static_blackhole,dc_clos_bgp,m,0501105000,0,0,0,0
CC-Baseline,host_static_blackhole,dc_clos_bgp,l,0501110118,0,0,0,0
CC-Baseline,host_static_blackhole,dc_clos_service,s,0501111605,0,0,0,0
CC-Baseline,host_static_blackhole,dc_clos_service,m,0501112418,0,0,0,0
CC-Baseline,host_static_blackhole,dc_clos_service,l,0501113148,0,0,0,0
CC-Baseline,host_static_blackhole,simple_bgp,-,0501113915,0,0,0,0
CC-Baseline,mac_address_conflict,dc_clos_bgp,s,0426153901,0,3,0,3
CC-Baseline,mac_address_conflict,dc_clos_bgp,m,0426154443,0,1,0,1
CC-Baseline,mac_address_conflict,dc_clos_bgp,l,0426155533,0,0,0,0
CC-Baseline,mac_address_conflict,dc_clos_service,s,0426161530,0,0,0,0
CC-Baseline,mac_address_conflict,dc_clos_service,m,0426162132,0,0,0,0
CC-Baseline,mac_address_conflict,dc_clos_service,l,0426162742,0,0,0,0
CC-Baseline,mac_address_conflict,ospf_enterprise_static,s,0426163302,0,0,0,0
CC-Baseline,mac_address_conflict,ospf_enterprise_static,m,0426163738,0,5,0,5
CC-Baseline,mac_address_conflict,ospf_enterprise_static,l,0426164602,0,2,1,3
CC-Baseline,mac_address_conflict,rip_small_internet_vpn,s,0426165512,0,0,0,0
CC-Baseline,mac_address_conflict,rip_small_internet_vpn,m,0426170442,0,0,0,0
CC-Baseline,mac_address_conflict,rip_small_internet_vpn,l,0426171646,0,0,0,0
CC-Baseline,mac_address_conflict,sdn_star,s,0426172325,0,0,0,0
CC-Baseline,mac_address_conflict,sdn_star,m,0426172523,0,0,0,0
CC-Baseline,mac_address_conflict,sdn_star,l,0426172825,0,1,0,1
CC-Baseline,mac_address_conflict,sdn_clos,s,0426173130,0,0,0,0
CC-Baseline,mac_address_conflict,sdn_clos,m,0426173341,0,0,0,0
CC-Baseline,mac_address_conflict,sdn_clos,l,0426174240,0,0,0,0
CC-Baseline,mac_address_conflict,p4_bloom_filter,-,0426175229,0,7,0,7
CC-Baseline,mac_address_conflict,p4_counter,-,0426180108,0,0,0,0
CC-Baseline,mac_address_conflict,p4_int,-,0426180811,0,2,0,2
CC-Baseline,mac_address_conflict,p4_mpls,-,0426181110,0,3,0,3
CC-Baseline,mac_address_conflict,simple_bgp,-,0426181734,0,0,0,0
CC-Baseline,ospf_area_misconfiguration,ospf_enterprise_static,s,0426182109,0,0,0,0
CC-Baseline,ospf_area_misconfiguration,ospf_enterprise_static,m,0426182545,0,0,0,0
CC-Baseline,ospf_area_misconfiguration,ospf_enterprise_static,l,0426183246,0,3,1,4
CC-Baseline,ospf_neighbor_missing,ospf_enterprise_static,s,0426183828,0,0,0,0
CC-Baseline,ospf_neighbor_missing,ospf_enterprise_static,m,0426184158,0,0,0,0
CC-Baseline,ospf_neighbor_missing,ospf_enterprise_static,l,0426184724,0,3,1,4
CC-Baseline,flow_rule_loop,sdn_star,s,0426185507,0,0,0,0
CC-Baseline,flow_rule_loop,sdn_star,m,0426185800,0,0,0,0
CC-Baseline,flow_rule_loop,sdn_star,l,0426190105,0,0,0,0
CC-Baseline,flow_rule_loop,sdn_clos,s,0426190424,0,0,0,0
CC-Baseline,flow_rule_loop,sdn_clos,m,0426190758,0,0,0,0
CC-Baseline,flow_rule_loop,sdn_clos,l,0426191526,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_star,s,0426192025,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_star,m,0426192251,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_star,l,0426192542,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_clos,s,0426192948,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_clos,m,0426193439,0,0,0,0
CC-Baseline,flow_rule_shadowing,sdn_clos,l,0426235854,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_star,s,0501114404,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_star,m,0427000723,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_star,l,0427001504,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_clos,s,0427001748,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_clos,m,0427002045,0,0,0,0
CC-Baseline,sdn_controller_crash,sdn_clos,l,0427002403,0,0,0,0
CC-Baseline,southbound_port_block,sdn_star,s,0427002730,0,0,0,0
CC-Baseline,southbound_port_block,sdn_star,m,0427003441,0,1,0,1
CC-Baseline,southbound_port_block,sdn_star,l,0427003843,0,0,0,0
CC-Baseline,southbound_port_block,sdn_clos,s,0427004217,0,1,0,1
CC-Baseline,southbound_port_block,sdn_clos,m,0427004552,0,0,0,0
CC-Baseline,southbound_port_block,sdn_clos,l,0427004853,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_star,s,0427005423,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_star,m,0427005643,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_star,l,0427005856,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_clos,s,0427010147,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_clos,m,0427010450,0,0,0,0
CC-Baseline,southbound_port_mismatch,sdn_clos,l,0427010758,0,0,0,0
CC-Baseline,p4_header_definition_error,p4_bloom_filter,-,0427011129,0,0,0,0
CC-Baseline,p4_header_definition_error,p4_counter,-,0427011341,0,1,0,1
CC-Baseline,p4_header_definition_error,p4_int,-,0501154912,0,1,0,1
CC-Baseline,p4_header_definition_error,p4_mpls,-,0427011751,0,0,0,0
CC-Baseline,p4_compilation_error_parser_state,p4_bloom_filter,-,0427012224,0,4,0,4
CC-Baseline,p4_compilation_error_parser_state,p4_counter,-,0427012429,0,0,0,0
CC-Baseline,p4_compilation_error_parser_state,p4_int,-,0501115728,0,0,0,0
CC-Baseline,p4_compilation_error_parser_state,p4_mpls,-,0427012720,0,0,0,0
CC-Baseline,mpls_label_limit_exceeded,p4_mpls,-,0427013255,0,0,0,0
CC-Baseline,p4_table_entry_misconfig,p4_bloom_filter,-,0427013714,0,0,0,0
CC-Baseline,p4_table_entry_misconfig,p4_counter,-,0427014047,0,1,0,1
CC-Baseline,p4_table_entry_misconfig,p4_int,-,0501134727,0,1,0,1
CC-Baseline,p4_table_entry_misconfig,p4_mpls,-,0427014608,0,0,0,0
CC-Baseline,p4_table_entry_missing,p4_bloom_filter,-,0427015242,0,0,0,0
CC-Baseline,p4_table_entry_missing,p4_counter,-,0427015534,0,0,0,0
CC-Baseline,p4_table_entry_missing,p4_int,-,0501120707,0,0,0,0
CC-Baseline,bmv2_switch_down,p4_bloom_filter,-,0427021217,0,0,0,0
CC-Baseline,p4_table_entry_missing,p4_mpls,-,0501155502,0,0,0,0
CC-Baseline,bmv2_switch_down,p4_counter,-,0427021347,0,0,0,0
CC-Baseline,bmv2_switch_down,p4_int,-,0501121317,0,0,0,0
CC-Baseline,bmv2_switch_down,p4_mpls,-,0427021534,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_bgp,s,0427021908,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_bgp,m,0427022052,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_bgp,l,0427022447,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_service,s,0427023540,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_service,m,0427023720,0,0,0,0
CC-Baseline,frr_service_down,dc_clos_service,l,0427024122,0,0,0,0
CC-Baseline,frr_service_down,ospf_enterprise_static,s,0427024441,0,0,0,0
CC-Baseline,frr_service_down,ospf_enterprise_static,m,0427024945,0,1,0,1
CC-Baseline,frr_service_down,ospf_enterprise_static,l,0427025416,0,7,1,8
CC-Baseline,frr_service_down,rip_small_internet_vpn,s,0427025920,0,0,0,0
CC-Baseline,frr_service_down,rip_small_internet_vpn,m,0427030203,0,0,0,0
CC-Baseline,frr_service_down,rip_small_internet_vpn,l,0427030509,0,1,0,1
CC-Baseline,frr_service_down,simple_bgp,-,0427030834,0,0,0,0
CC-Baseline,arp_cache_poisoning,dc_clos_bgp,s,0427031009,0,1,0,1
CC-Baseline,arp_cache_poisoning,dc_clos_bgp,m,0427031440,0,0,0,0
CC-Baseline,arp_cache_poisoning,dc_clos_bgp,l,0427032108,0,0,0,0
CC-Baseline,arp_cache_poisoning,dc_clos_service,s,0427032759,0,0,0,0
CC-Baseline,arp_cache_poisoning,dc_clos_service,m,0427033210,0,0,0,0
CC-Baseline,arp_cache_poisoning,dc_clos_service,l,0427033807,0,3,0,3
CC-Baseline,arp_cache_poisoning,ospf_enterprise_static,s,0427034320,0,0,0,0
CC-Baseline,arp_cache_poisoning,ospf_enterprise_static,m,0427035101,0,0,0,0
CC-Baseline,arp_cache_poisoning,ospf_enterprise_static,l,0427040250,0,4,1,5
CC-Baseline,arp_cache_poisoning,rip_small_internet_vpn,s,0427040842,0,0,0,0
CC-Baseline,arp_cache_poisoning,rip_small_internet_vpn,m,0427041331,0,0,0,0
CC-Baseline,arp_cache_poisoning,rip_small_internet_vpn,l,0427041737,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_star,s,0427042204,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_star,m,0427042354,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_star,l,0427042653,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_clos,s,0427043052,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_clos,m,0427043302,0,0,0,0
CC-Baseline,arp_cache_poisoning,sdn_clos,l,0427043922,0,0,0,0
CC-Baseline,arp_cache_poisoning,p4_bloom_filter,-,0427044931,0,0,0,0
CC-Baseline,arp_cache_poisoning,p4_counter,-,0427045200,0,1,0,1
CC-Baseline,arp_cache_poisoning,p4_int,-,0501154005,0,0,0,0
CC-Baseline,arp_cache_poisoning,p4_mpls,-,0427045823,0,0,0,0
CC-Baseline,arp_cache_poisoning,simple_bgp,-,0427050630,0,0,0,0
CC-Baseline,web_dos_attack,dc_clos_service,s,0427050932,0,0,0,0
CC-Baseline,web_dos_attack,dc_clos_service,m,0427051457,0,0,0,0
CC-Baseline,web_dos_attack,dc_clos_service,l,0427052141,0,0,0,0
CC-Baseline,web_dos_attack,ospf_enterprise_static,s,0427053020,0,0,0,0
CC-Baseline,web_dos_attack,ospf_enterprise_static,m,0427054240,0,3,0,3
CC-Baseline,web_dos_attack,ospf_enterprise_static,l,0427055555,0,6,1,7
CC-Baseline,web_dos_attack,rip_small_internet_vpn,s,0427060149,0,0,0,0
CC-Baseline,web_dos_attack,rip_small_internet_vpn,m,0427061010,0,0,0,0
CC-Baseline,web_dos_attack,rip_small_internet_vpn,l,0427061626,0,1,0,1
CC-Baseline,incast_traffic_network_limitation,dc_clos_service,s,0427062740,0,3,0,3
CC-Baseline,incast_traffic_network_limitation,dc_clos_service,m,0427063151,0,1,0,1
CC-Baseline,incast_traffic_network_limitation,dc_clos_service,l,0427063825,0,0,0,0
CC-Baseline,incast_traffic_network_limitation,ospf_enterprise_static,s,0427064819,0,2,0,2
CC-Baseline,incast_traffic_network_limitation,ospf_enterprise_static,m,0427065447,0,0,0,0
CC-Baseline,incast_traffic_network_limitation,ospf_enterprise_static,l,0427070505,0,3,1,4
CC-Baseline,incast_traffic_network_limitation,rip_small_internet_vpn,s,0427072824,0,2,0,2
CC-Baseline,incast_traffic_network_limitation,rip_small_internet_vpn,m,0427073329,0,0,0,0
CC-Baseline,incast_traffic_network_limitation,rip_small_internet_vpn,l,0427074019,0,3,0,3
CC-Baseline,link_bandwidth_throttling,dc_clos_bgp,s,0427074649,0,0,0,0
CC-Baseline,link_bandwidth_throttling,dc_clos_bgp,m,0427075553,0,0,0,0
CC-Baseline,link_bandwidth_throttling,dc_clos_bgp,l,0427080547,0,0,0,0
CC-Baseline,link_bandwidth_throttling,dc_clos_service,s,0427081816,0,2,0,2
CC-Baseline,link_bandwidth_throttling,dc_clos_service,m,0427082315,0,0,0,0
CC-Baseline,link_bandwidth_throttling,dc_clos_service,l,0427083119,0,0,0,0
CC-Baseline,link_bandwidth_throttling,ospf_enterprise_static,s,0427084047,0,2,0,2
CC-Baseline,link_bandwidth_throttling,ospf_enterprise_static,m,0427084503,0,2,0,2
CC-Baseline,link_bandwidth_throttling,ospf_enterprise_static,l,0427085251,0,8,1,9
CC-Baseline,link_bandwidth_throttling,rip_small_internet_vpn,m,0427091816,0,3,0,3
CC-Baseline,link_bandwidth_throttling,rip_small_internet_vpn,l,0427092552,0,0,0,0
CC-Baseline,link_bandwidth_throttling,sdn_star,s,0427093347,0,0,0,0
CC-Baseline,link_bandwidth_throttling,sdn_star,m,0427093715,0,3,0,3
CC-Baseline,link_bandwidth_throttling,sdn_star,l,0427094208,0,0,0,0
